ecc,scan_type,category,event,pl,judgment,source_dir,AffineParam_a,AffineParam_b,AffineParam_c,AffineParam_d,AffineParam_e,AffineParam_f,NumOfPics,Gap,PxLen,ThickOfBase,ThickOfEmul,lens_StagePos_x,lens_StagePos_y,lens_SurfacePos,stage_StagePos_x,stage_StagePos_y,stage_SurfacePos,Track_ax,Track_ay,Track_x,Track_y,scale_x,scale_y,det,det_dev,scale_dev,rotation_deg,nonortho,translation_mag,outcome,n_dirs,n_events
4,FTS,IMG,12037,62,j:OK,K:\NINJA\E71a\ManualCheck\ScanData\FTS\ECC4\IMG\Event12037\PL062,1.0003062561208451,-0.0042244315147901,0.0041440028631268,1.000262687739447,9777.646871335304,-268651.48462899186,200,0.5,0.156,210,70,23626.84076904635,-201739.51646349535,4874.0,23441.93264963219,-201692.76717916067,4862.249999999999,0.8792900000000001,-0.2262,13942.56,66883.37,1.0003148398350548,1.0002716082671574,1.0005865303663124,0.0005865303663123989,0.00031483983505475877,0.2373598231630725,-8.058656419857472e-05,268829.355859255,OK,1,1
4,FTS,IMG,4026,63,j:OK,K:\NINJA\E71a\ManualCheck\ScanData\FTS\ECC4\IMG\Event04026\PL063,1.0002025192445738,0.015370310748167,-0.0155237636545315,1.0002815421013596,14934.20446322863,-185986.0385905644,200,0.5,0.156,210,70,62081.64889698499,-174780.2617092593,4884.25,62019.50617733477,-174713.0918002334,4884.25,0.3007,-0.3151,46891.4,11997.5,1.0003229812121652,1.00039962511047,1.0007227234349783,0.0007227234349782563,0.0003996251104700921,-0.8891946513959584,-0.00015459898152738957,186584.66446511736,OK,1,1
4,FTS,IMG,12037,63,j:OK,K:\NINJA\E71a\ManualCheck\ScanData\FTS\ECC4\IMG\Event12037\PL063,1.000207406555312,0.01255292277609,-0.0126895026350627,1.000307561058061,15876.299591505693,-263779.2653158594,200,0.5,0.156,210,70,28005.30621811244,-203043.69341015068,4873.25,27820.04472846557,-202998.0628269128,4873.25,0.8846,-0.206,11176.9,60904.3,1.0002878983598813,1.0003863216678588,1.0006743217501974,0.0006743217501974375,0.0003863216678587911,-0.7268651841495983,-0.00013778618382787093,264256.6133501559,OK,1,1
4,FTS,IMG,633,63,j:OK,K:\NINJA\E71a\ManualCheck\ScanData\FTS\ECC4\IMG\Event00633\PL063,1.000290226720428,0.0012307294259364,-0.0014589075697738,1.000331613563519,-104242.2380205572,-108063.37204891312,200,0.5,0.156,210,70,-17589.022084237695,-80716.10290437283,4842.75,-17595.792888861062,-80745.55744967659,4842.75,0.03206,0.14026,86587.55,27435.04,1.0002912906167396,1.000332370659629,1.00062373204754,0.0006237320475399599,0.0003323706596289888,-0.08356493440125745,-0.00022816242864908548,150147.04980823406,OK,3,3
4,FTS,IMG,9177,63,j:OK,K:\NINJA\E71a\ManualCheck\ScanData\FTS\ECC4\IMG\Event09177\PL063,1.0003202077832518,0.0001221781115314,-0.0002782164405072,1.0004129411739822,-103492.00382464749,-186657.1631983315,200,0.5,0.156,210,70,-19015.95728077992,-100748.66617174144,4846.0,-19062.883837331392,-100728.46378592952,4846.0,0.2234,-0.0961,84391.6,85916.7,1.0003202464730563,1.000412948634647,1.0007333151761713,0.0007333151761712564,0.00041294863464691467,-0.01593552474213426,-0.0001559996947738642,213427.9537194915,OK,1,1
4,FTS,IMG,4026,64,j:OK,K:\NINJA\E71a\ManualCheck\ScanData\FTS\ECC4\IMG\Event04026\PL064,1.000270624414168,0.0136423257767718,-0.0137947692666157,1.000379302420382,16120.304712397365,-187083.83197860507,200,0.5,0.156,210,70,64748.385187718566,-174083.89975592293,4890.0,64687.5058106928,-174015.63292667732,4890.0,0.2942,-0.3209,48366.8,13730.2,1.0003657419789167,1.0004723193390657,1.0008382222193957,0.0008382222193956679,0.00047231933906566326,-0.790118130494845,-0.0001538549663202748,187777.06039828048,OK,1,1
4,FTS,IMG,12037,64,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\FTS\ECC4\IMG\Event12037\PL064,1.0144747247278352,-0.0017765576707148,0.0308080343487686,0.9737746802961926,17412.215795973603,-265535.1630382486,200,0.5,0.156,210,70,28079.92421216296,-203890.9427304621,4879.75,27893.004944760138,-203850.87163299188,4879.75,0.877,-0.2237,10441.6,63015.2,1.0149424131900548,0.9737763008736193,0.9879245329901577,0.0120754670098423,0.026223699126380673,1.7394499453596342,0.028530855364885116,266105.4453946308,FAIL,1,1
4,FTS,IMG,633,64,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\FTS\ECC4\IMG\Event00633\PL064,1.0509098723933736,0.0316164010071006,-0.0786805426698545,0.9429357629276256,-109981.91772331328,-99230.72712533695,200,0.5,0.156,210,70,-13141.552383122482,-79356.32177961202,4844.25,-13150.159962826276,-79383.4096886832,4832.999999999999,0.0348,0.1397,91278.5,28664.9,1.0538511221651186,0.9434656590573635,0.9934280978819259,0.006571902118074124,0.05653434094263654,-4.281687943730852,-0.04120069299820424,148130.88615113575,FAIL,4,4
4,FTS,IMG,7399,66,j:OK,K:\NINJA\E71a\ManualCheck\ScanData\FTS\ECC4\IMG\Event07399\PL066,1.0003292219646198,0.0073186963985703,-0.0074947605904511,1.0002951081559917,142041.72809821102,-126175.7406367535,200,0.5,0.156,210,70,212185.35971726145,-73809.73184705558,4884.75,212123.60603018204,-73716.4797107104,4868.5,0.2972,-0.4417,69671.3,52965.8,1.0003572980453783,1.000321881555023,1.00067927915404,0.0006792791540399801,0.0003572980453783181,-0.4292687907965274,-0.000175747097195947,189989.92090729286,OK,2,2
4,FTS,IMG,633,66,j:OK,K:\NINJA\E71a\ManualCheck\ScanData\FTS\ECC4\IMG\Event00633\PL066,1.0003783577137582,0.005803317087208,-0.0059597937440269,1.000424845190119,21582.42741847233,-48909.54447560181,200,0.5,0.156,210,70,113428.26695856926,-19723.97120008754,4847.0,113420.99626481214,-19753.23634331139,4830.75,0.0338,0.1395,91631.6,29689.8,1.0003961104100452,1.0004416771420952,1.000837950220203,0.0008379502202029432,0.00044167714209519815,-0.34133784072055634,-0.0001566816234141692,53459.74854116411,OK,3,3
4,FTS,IMG,3933,67,j:OK,K:\NINJA\E71a\ManualCheck\ScanData\FTS\ECC4\IMG\Event03933\PL067,1.0002268612576857,0.0087467793199787,-0.0093154735527024,1.0003905568129154,24511.85818786259,-48036.493646917705,200,0.5,0.156,210,70,148488.03822131394,6407.702776467348,4853.25,148503.30060031015,6447.479465973513,4834.5,-0.071,-0.19,123477.0,55612.5,1.0002702394997627,1.0004287942222212,1.0006989870642375,0.000698987064237544,0.000428794222221196,-0.5336008342907488,-0.0005699496689454521,53928.98954840755,OK,2,2
4,FTS,IMG,7399,67,j:OK,K:\NINJA\E71a\ManualCheck\ScanData\FTS\ECC4\IMG\Event07399\PL067,1.0004425877515697,0.0106201255145752,-0.0109082285733414,1.00012630600852,144433.74593837408,-125601.99327370366,200,0.5,0.156,210,70,214271.27472863163,-72187.45606691392,4882.75,214210.26406828008,-72093.75932548546,4882.75,0.2951,-0.4429,69169.7,54255.9,1.0005020543895276,1.0001826908301268,1.0006847964181724,0.0006847964181724286,0.0005020543895275509,-0.6246942116159916,-0.0002845856013719152,191407.85689233942,OK,2,2
