ecc,scan_type,category,event,pl,judgment,source_dir,AffineParam_a,AffineParam_b,AffineParam_c,AffineParam_d,AffineParam_e,AffineParam_f,NumOfPics,Gap,PxLen,ThickOfBase,ThickOfEmul,lens_StagePos_x,lens_StagePos_y,lens_SurfacePos,stage_StagePos_x,stage_StagePos_y,stage_SurfacePos,Track_ax,Track_ay,Track_x,Track_y
6,UTS,IMG,1694,122,l:?,K:\NINJA\E71a\ManualCheck\ScanData\UTS\ECC6\IMG\Event01694\PL122,1.0004006146541387,-0.011121137705819299,0.010789049554906107,1.0004164682110022,-175666.71592545934,21735.18657940832,200,0.5,0.14,210,70,-92550.72844799364,34192.0827943874,8290.5,-92584.17758686033,34235.530541054235,8290.5,0.1569,-0.2085,83178.2,11598.1
6,UTS,IMG,2346,112,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC6\IMG\Event02346\PL112,1.0448824153107859,0.025133274666950846,-0.09296241348191678,0.929017654670851,-149403.50165184922,111031.8687082208,200,0.5,0.14,210,70,-98281.08013864674,121142.5533737554,8294,-98232.25379864665,121199.34241374522,8294,-0.215,-0.3126,48593,15806.8
6,UTS,IMG,3615,80,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\UTS\ECC6\IMG\Event03615\PL080,1.002340539009723,0.09069459954480738,0.01582205295466136,1.092315843956107,10078.796739884709,-59781.64040370821,200,0.5,0.14,210,70,71139.43749374295,-14616.624829513077,10385.75,71164.87587195185,-14619.888652962734,10385.75,-0.1223,0.016,57277.5,40515.3
6,UTS,IMG,3638,78,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\UTS\ECC6\IMG\Event03638\PL078,1.00076023057403,-0.01819977006876468,-0.022486319648278148,0.93261770517169,-297575.0220490375,26733.2520174303,200,0.5,0.14,210,70,-240675.95263347583,61829.17916586369,8266.749999999998,-240650.1289669134,61825.62331736311,8251.999999999998,-0.1226,0.0152,57591.2,39016.4
6,UTS,IMG,3638,80,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\UTS\ECC6\IMG\Event03638\PL080,1.002340539009723,0.09069459954480738,0.01582205295466136,1.092315843956107,10078.796739884709,-59781.64040370821,200,0.5,0.14,210,70,71139.43749374295,-14616.624829513077,10389,71164.87587195185,-14619.888652962734,10389,-0.1223,0.016,57277.5,40515.3
6,UTS,IMG,5497,107,l:?,K:\NINJA\E71a\ManualCheck\ScanData\UTS\ECC6\IMG\Event05497\PL107,1.0003550129816001,-0.00012699414296458595,-0.00010272007070658531,1.0005032500013318,-160894.37132801107,24332.114870768586,200,0.5,0.14,210,70,-93094.04757598604,108375.92606905103,8283.5,-93107.58986595705,108300.14234093226,8283.5,0.06451000000000001,0.3607,67773.38,83932.75
6,UTS,IMG,7506,125,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC6\IMG\Event07506\PL125,1.014701562786362,0.01707430922831924,-0.08531114870358425,0.9218840810517988,-163085.20614315008,109767.4063290947,200,0.5,0.14,210,70,-89499.6511038723,141548.20865006404,8288.75,-89490.14756230635,141637.28095253604,8288.75,-0.0368,-0.4635,71835.2,41218
6,UTS,IMG,7633,115,l:?,K:\NINJA\E71a\ManualCheck\ScanData\UTS\ECC6\IMG\Event07633\PL115,1.000419566453676,0.012730878611280387,-0.013730723592334123,1.0004357157659494,-173269.00711820213,-53104.427648800985,200,0.5,0.14,210,70,-158318.14094643746,98.17145645346277,8295.25,-158330.23249674242,101.56288033360033,8295.25,0.05775,-0.01535,14253.24,53378.44
6,UTS,IMG,7982,54,l:?,K:\NINJA\E71a\ManualCheck\ScanData\UTS\ECC6\IMG\Event07982\PL054,1.0001401683164215,0.06195476075638727,-0.005136260716210434,0.9033041819868117,-54781.827400023954,-197200.1743679249,200,0.5,0.14,210,70,9301.706768620212,-160414.18892658668,8002.750000000001,9391.705073390222,-160357.96959721085,8002.750000000001,-0.41,-0.2987,61616.3,41136.4
6,UTS,IMG,8742,43,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\UTS\ECC6\IMG\Event08742\PL043,0.9502515494544923,-0.04151386385520463,-0.15585350909913548,1.0879088925908118,-162305.21698568325,-77664.74635744383,200,0.5,0.14,210,70,-102529.74617370893,-15497.86035991991,5326.75,-102549.37512247846,-15411.624797301229,5326.75,0.08239,-0.36566000000000004,65795.93000000001,66648.64
4,UTS,IMG,1587,18,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event01587\PL018,0.943781114241183,-0.0497346970345384,-0.010510505350117228,0.9861870947842498,-32595.860217484744,-253834.28234774503,200,0.5,0.14,210,70,81550.03476940742,-181528.23918454038,2025.2500000000002,81518.2378325586,-181494.0537075718,2025.2500000000002,0.15182,-0.16345,124847.26000000001,74684.04000000001
4,UTS,IMG,3858,20,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event03858\PL020,0.9258724351867856,-0.055385694890116806,-0.04364021698390885,0.9677818965258631,-41008.68911655362,-252243.76478718425,200,0.5,0.14,210,70,8200.761621985655,-201306.49355786707,2017,8159.472949994751,-201396.2202934897,2017,0.23941,0.45229,56399.78,55083.53
4,UTS,IMG,10208,18,l:?,K:\NINJA\E71a\ManualCheck\ScanData\UTS\ECC4\IMG\Event10208\PL018,1.057836896269709,0.0338647907297645,-0.03065723946992859,0.97550090268896,-46200.77084325246,-172703.39524591065,200,0.5,0.14,210,70,51506.14338201124,-106049.68232683575,2032.5000000000002,51474.36451142933,-105995.30186264454,2032.5000000000002,0.1514,-0.2607,90055,71213.6
4,UTS,IMG,10208,19,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event10208\PL019,0.9990187365436499,0.055545357913302194,-0.00295914102856482,0.9228853470009963,-34972.85655107802,-170646.01711783768,200,0.5,0.14,210,70,60831.82535374477,-104585.1718522704,2031.4999999999998,60803.08834661389,-104534.45560014488,2031.4999999999998,0.1515,-0.2612,91870.7,71930.3
4,UTS,IMG,10208,20,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event10208\PL020,0.9880999435439901,0.026107748750271675,0.14185723039198142,0.9991328627497258,-51394.084178351084,-188054.3007642603,200,0.5,0.14,210,70,40422.49782777006,-102064.40834639917,2017.5,40392.116698945654,-102014.29661117036,2017.5,0.1533,-0.2606,90957.5,73200.5
6,UTS,Ref/IMG,2346,112,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\UTS\ECC6\Ref\IMG\Event02346\PL112,1.0448824153107859,0.025133274666950846,-0.09296241348191678,0.929017654670851,-149403.50165184922,111031.8687082208,200,0.5,0.14,210,70,-97375.83712564556,120942.46999690073,8294.75,-97436.30841818207,121062.16660185234,8279.75,0.28965,-0.58455,49356.47,15735.54
6,UTS,Ref/IMG,3615,78,l:?,K:\NINJA\E71a\ManualCheck\ScanData\UTS\ECC6\Ref\IMG\Event03615\PL078,1.00076023057403,-0.01819977006876468,-0.022486319648278148,0.93261770517169,-297575.0220490375,26733.2520174303,200,0.5,0.14,210,70,-241524.20005069475,61678.97059408222,8265.25,-241524.3421277142,61715.530726251825,8251,-0.00272,-0.18674000000000002,56715.12,38877.23
6,UTS,Ref/IMG,3615,80,l:?,K:\NINJA\E71a\ManualCheck\ScanData\UTS\ECC6\Ref\IMG\Event03615\PL080,1.002340539009723,0.09069459954480738,0.01582205295466136,1.092315843956107,10078.796739884709,-59781.64040370821,200,0.5,0.14,210,70,70669.489162396,-14759.22582323914,10387.5,70712.90191292942,-14837.74921517241,10387.5,-0.23753000000000002,0.34576,56844.06,40322.13
6,UTS,Ref/IMG,3638,78,l:?,K:\NINJA\E71a\ManualCheck\ScanData\UTS\ECC6\Ref\IMG\Event03638\PL078,1.00076023057403,-0.01819977006876468,-0.022486319648278148,0.93261770517169,-297575.0220490375,26733.2520174303,200,0.5,0.14,210,70,-241524.20005069475,61678.97059408222,8253.5,-241524.3421277142,61715.530726251825,8253.5,-0.00272,-0.18674000000000002,56715.12,38877.23
6,UTS,Ref/IMG,3638,80,l:?,K:\NINJA\E71a\ManualCheck\ScanData\UTS\ECC6\Ref\IMG\Event03638\PL080,1.002340539009723,0.09069459954480738,0.01582205295466136,1.092315843956107,10078.796739884709,-59781.64040370821,200,0.5,0.14,210,70,70669.489162396,-14759.22582323914,10390.5,70712.90191292942,-14837.74921517241,10390.5,-0.23753000000000002,0.34576,56844.06,40322.13
6,UTS,Ref/IMG,5228,43,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\UTS\ECC6\Ref\IMG\Event05228\PL043,0.9502515494544923,-0.04151386385520463,-0.15585350909913548,1.0879088925908118,-162305.21698568325,-77664.74635744383,200,0.5,0.14,210,70,-92374.086670686,-18654.052393358223,5325,-92349.9704851392,-18655.934965613895,5325,-0.12125000000000001,-0.009130000000000001,76465.8,65195.05
6,UTS,Ref/IMG,7506,125,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\UTS\ECC6\Ref\IMG\Event07506\PL125,1.014701562786362,0.01707430922831924,-0.08531114870358425,0.9218840810517988,-163085.20614315008,109767.4063290947,200,0.5,0.14,210,70,-88943.0583796916,141269.41053651867,8289.499999999998,-89034.05130999813,141192.23078867167,8289.499999999998,0.41966000000000003,0.43750000000000006,72292.1,40777.520000000004
6,UTS,Ref/IMG,7633,115,l:?,K:\NINJA\E71a\ManualCheck\ScanData\UTS\ECC6\Ref\IMG\Event07633\PL115,1.000419566453676,0.012730878611280387,-0.013730723592334123,1.0004357157659494,-173269.00711820213,-53104.427648800985,200,0.5,0.14,210,70,-76913.74681262166,12031.55395949609,8291.75,-76650.38736573224,12143.140041254688,8291.75,-1.24659,-0.5482400000000001,95731.43000000001,66533.04000000001
6,UTS,Ref/IMG,8742,43,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\UTS\ECC6\Ref\IMG\Event08742\PL043,0.9502515494544923,-0.04151386385520463,-0.15585350909913548,1.0879088925908118,-162305.21698568325,-77664.74635744383,200,0.5,0.14,210,70,-59804.229672530266,-17879.454336444524,5322.5,-60037.582126991256,-17947.575070216502,5322.5,1.18985,0.46863000000000005,110712.62,70752.36
4,FTS,IMG,633,64,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\FTS\ECC4\IMG\Event00633\PL064,1.0509098723933736,0.03161640100710062,-0.07868054266985454,0.9429357629276255,-109981.91772331327,-99230.72712533697,200,0.5,0.156,210,70,-13141.552383122482,-79356.32177961202,4844.25,-13150.159962826277,-79383.4096886832,4832.999999999999,0.0348,0.1397,91278.5,28664.9
4,FTS,IMG,3933,64,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\FTS\ECC4\IMG\Event03933\PL064,1.0509098723933736,0.03161640100710062,-0.07868054266985454,0.9429357629276255,-109981.91772331327,-99230.72712533697,200,0.5,0.156,210,70,20937.188291405553,-60318.56749057184,4851.25,20954.35162122904,-60282.301659137884,4838.25,-0.07208,-0.18916000000000002,123041.7,51572.35
4,FTS,IMG,5414,49,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\FTS\ECC4\IMG\Event05414\PL049,0.9028473585723139,0.013129020088615481,-0.06694055972306585,0.9245869347017779,-291981.2762845203,-28408.12023174272,200,0.5,0.156,210,70,-213152.43877542677,-23459.155976303085,4843.5,-213177.82526906236,-23529.403569707203,4843.5,0.1285,0.3711,87114.8,11583.8
4,FTS,IMG,6107,64,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\FTS\ECC4\IMG\Event06107\PL064,1.0509098723933736,0.03161640100710062,-0.07868054266985454,0.9429357629276255,-109981.91772331327,-99230.72712533697,200,0.5,0.156,210,70,22899.113211073443,-76379.9803112373,4855.25,22925.351192807022,-76353.63668282056,4844.749999999999,-0.1146,-0.1426,125424,34727.2
4,FTS,IMG,7277,64,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\FTS\ECC4\IMG\Event07277\PL064,1.0509098723933736,0.03161640100710062,-0.07868054266985454,0.9429357629276255,-109981.91772331327,-99230.72712533697,200,0.5,0.156,210,70,420.5948200665837,-72665.23303189524,4844.25,399.5356386993226,-72611.68549250887,4834.25,0.1033,-0.2618,103924,36901.6
4,FTS,IMG,8322,38,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\FTS\ECC4\IMG\Event08322\PL038,1.0006712344961952,0.07828961876752916,0.0036485470110033057,0.9229779583561751,-58769.19756879342,-9558.93561918314,200,0.5,0.156,210,70,61329.503117813794,26839.248724311197,-352.5,61348.75087389286,27018.861947637954,-352.5,-0.0191,-0.9266,116973,39167.8
4,FTS,IMG,11357,49,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\FTS\ECC4\IMG\Event11357\PL049,0.9028473585723139,0.013129020088615481,-0.06694055972306585,0.9245869347017779,-291981.2762845203,-28408.12023174272,200,0.5,0.156,210,70,-218698.2210166494,-2343.854788469793,4836.75,-218731.01526477208,-2294.6059548072444,4836.75,0.17647000000000002,-0.24087000000000003,80636.89,34081.590000000004
4,FTS,IMG,12037,64,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\FTS\ECC4\IMG\Event12037\PL064,1.0144747247278352,-0.0017765576707148914,0.030808034348768616,0.9737746802961926,17412.215795973603,-265535.1630382486,200,0.5,0.156,210,70,28079.924212162958,-203890.94273046212,4879.75,27893.004944760138,-203850.87163299188,4879.75,0.877,-0.2237,10441.6,63015.2
4,FTS,Ref/IMG,633,64,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\FTS\ECC4\Ref\IMG\Event00633\PL064,1.0509098723933736,0.03161640100710062,-0.07868054266985454,0.9429357629276255,-109981.91772331327,-99230.72712533697,200,0.5,0.156,210,70,-14165.074697298674,-79147.25393518092,4842.25,-14211.802262890007,-79151.29702195301,4831.75,0.21059000000000003,0.03799,90263.43000000001,28826.36
4,FTS,Ref/IMG,3933,64,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\FTS\ECC4\Ref\IMG\Event03933\PL064,1.0509098723933736,0.03161640100710062,-0.07868054266985454,0.9429357629276255,-109981.91772331327,-99230.72712533697,200,0.5,0.156,210,70,-77305.63601232086,-59887.642330590825,4815.25,-77388.04242651243,-60038.72519412425,4803.25,0.34957000000000005,0.79215,29689.940000000002,44041.200000000004
4,FTS,Ref/IMG,5414,49,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\FTS\ECC4\Ref\IMG\Event05414\PL049,0.9028473585723139,0.013129020088615481,-0.06694055972306585,0.9245869347017779,-291981.2762845203,-28408.12023174272,200,0.5,0.156,210,70,-213380.9104192528,-24397.162015531405,4843.75,-213403.15321220199,-24442.90357690865,4843.75,0.11377000000000001,0.24382,86879.84,10578.78
4,FTS,Ref/IMG,6107,64,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\FTS\ECC4\Ref\IMG\Event06107\PL064,1.0509098723933736,0.03161640100710062,-0.07868054266985454,0.9429357629276255,-109981.91772331327,-99230.72712533697,200,0.5,0.156,210,70,22734.756734649254,-75988.67323184773,4855.5,22781.09421953492,-76061.2589513627,4844.25,-0.22044000000000002,0.34817000000000004,125277.77,35025.07
4,FTS,Ref/IMG,7277,64,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\FTS\ECC4\Ref\IMG\Event07277\PL064,1.0509098723933736,0.03161640100710062,-0.07868054266985454,0.9429357629276255,-109981.91772331327,-99230.72712533697,200,0.5,0.156,210,70,207.78587867350294,-73351.77681873186,4844.75,177.3621766680444,-73355.15070956506,4834.5,0.137,0.028470000000000002,103736.78,36097.520000000004
4,FTS,Ref/IMG,8322,38,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\FTS\ECC4\Ref\IMG\Event08322\PL038,1.0006712344961952,0.07828961876752916,0.0036485470110033057,0.9229779583561751,-58769.19756879342,-9558.93561918314,200,0.5,0.156,210,70,62015.193129530264,27152.644983696857,-353.75,62121.508810950734,27058.11662714695,-353.75,-0.54425,0.48985000000000006,117742.15000000001,39207.29
4,FTS,Ref/IMG,11357,49,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\FTS\ECC4\Ref\IMG\Event11357\PL049,0.9028473585723139,0.013129020088615481,-0.06694055972306585,0.9245869347017779,-291981.2762845203,-28408.12023174272,200,0.5,0.156,210,70,-241777.8459114474,-2303.665558247735,4825,-241695.46233756642,-2062.2698782539264,4825,-0.41600000000000004,-1.2733800000000002,55224.41,32493
4,FTS,Ref/IMG,12037,64,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\FTS\ECC4\Ref\IMG\Event12037\PL064,1.0144747247278352,-0.0017765576707148914,0.030808034348768616,0.9737746802961926,17412.215795973603,-265535.1630382486,200,0.5,0.156,210,70,28310.528239845116,-203209.52806145197,4883,28295.658495067662,-203309.47492491972,4883,0.07065,0.48652000000000006,10839.460000000001,63558.590000000004
4,UTS,IMG,5130,29,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event05130\PL029,1.0164176993674203,-0.10193117900061074,-0.003197315133216325,1.0142720679006552,3749.9664516589323,-19959.309222461114,200,0.5,0.14,210,70,20156.973936329552,-3203.134169116352,10954.25,20012.62544455444,-3224.398935874604,10954.25,0.6865,0.102,17660.2,16555.1
4,UTS,IMG,9955,35,l:?,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event09955\PL035_chk,0.9346841527931392,0.04244408497461964,-0.07873285073897847,1.0583088601027182,-124502.6236907967,-95096.53462511754,200,0.5,0.14,210,70,-16741.592600668147,-68661.85987095328,10971.75,-16719.62243780869,-68680.7473902096,10971.75,-0.1154,0.0764,113797,33426.3
4,UTS,Ref/IMG,5130,29,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\Ref\IMG\Event05130\PL029,1.0164176993674203,-0.10193117900061074,-0.003197315133216325,1.0142720679006552,3749.9664516589323,-19959.309222461114,200,0.5,0.14,210,70,20505.249565022375,-2412.048339835239,10955.75,20500.9093991232,-2413.8105216310723,10955.75,0.02117,0.00834,18220.920000000002,17356.05
4,UTS,Ref/IMG,9955,35,l:?,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\Ref\IMG\Event09955\PL035_chk,0.9346841527931392,0.04244408497461964,-0.07873285073897847,1.0583088601027182,-124502.6236907967,-95096.53462511754,200,0.5,0.14,210,70,-16625.03101896641,-69346.40456638667,10973.5,-16644.465944921467,-69333.69127624278,10973.5,0.10127000000000001,-0.049670000000000006,113905.06,32817.37
4,UTS,IMG,212,71,l:?,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event00212\PL071_chk,0.9463298584766878,-0.029448892101959463,0.005398619733566055,0.9974214110003451,22273.365620142948,-191950.01722954123,200,0.5,0.14,210,70,38079.49283926394,-109103.6327583528,13853.5,38088.64163914186,-109140.17912902632,13853.5,-0.0406,0.1747,19292.6,82919.5
4,UTS,IMG,1751,53,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event01751\PL053,1.0006229302273146,0.07836848893479703,0.002877081893085575,1.0888257423632992,-304457.39557236986,-116512.97169065075,200,0.5,0.14,210,70,-239513.8529270276,-69381.7593469648,7317.25,-239546.80279221022,-69332.54375462918,7317.25,0.1737,-0.2157,61489.2,43169
4,UTS,IMG,1936,59,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event01936\PL059,1.1491470106530939,0.012503117613146224,0.005945050771759091,1.1369561550737464,-122066.75198060772,-206358.0875378023,200,0.5,0.14,210,70,-45245.90694661954,-194789.1029593998,12965.25,-45263.315229144435,-194825.12447515756,12965.25,0.0705,0.1505,66728.6,9794.8
4,UTS,IMG,1936,60,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event01936\PL060,0.885147732234801,-0.017429334898508394,0.1162820059563535,0.9683314324358466,-107126.52933439174,-204265.0275338744,200,0.5,0.14,210,70,-47902.31340044739,-184029.5890813636,12973.75,-47915.24184866946,-184061.80091014577,12973.75,0.0725,0.1497,67146.3,12800.7
4,UTS,IMG,2069,41,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event02069\PL041,1.042843396137893,0.0960184581313294,0.07993404647906298,1.1619490353663093,14440.595131175032,-122215.34010078505,200,0.5,0.14,210,70,81113.8276102696,-71382.90253313503,4847.75,81133.40865401035,-71344.7653739869,4847.75,-0.0755,-0.1511,60303.8,39631.9
4,UTS,IMG,2395,71,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event02395\PL071,1.0665655823068514,0.07211958285444839,0.012595920756214704,1.0488990744908957,10947.073782764446,-110870.0504393808,200,0.5,0.14,210,70,76244.71657972288,-83123.99902527654,13862,76205.59502331715,-83055.02266519447,13844.25,0.196,-0.3155,59440.8,25804.5
4,UTS,IMG,3679,56,l:?,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event03679\PL056_chk,1.0331124537693979,0.025351600590048373,-0.0704596248260668,0.9532284270343477,-307067.4360261107,-105249.5976445476,200,0.5,0.14,210,70,-182530.2930301269,-102361.75741175465,7352.5,-182524.56224871235,-102375.10321118977,7352.5,-0.028,0.0646,120259,11904.7
4,UTS,IMG,5414,48,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event05414\PL048,1.0010812948893322,0.07346009135613085,0.00739110324337263,0.985228374577622,18425.024770615822,-34956.22882511374,200,0.5,0.14,210,70,108869.69001470375,-20758.479555802776,4862.25,108836.71824324236,-20835.39645272462,4862.25,0.12963000000000002,0.37079,89311.47,13662.54
4,UTS,IMG,5775,75,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event05775\PL075,1.04828191481861,-0.08763385089684504,-0.0673497154115921,0.9439980866188602,18131.733848153523,-263232.3694769911,200,0.5,0.14,210,70,79035.86797852277,-188325.89653747642,13871,78976.18488247154,-188260.97429049152,13871,0.2452,-0.31,65069.4,84061.4
4,UTS,IMG,5851,59,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event05851\PL059,1.0159723342684386,0.0888025701932424,0.10957110772571481,0.9367970782045034,-113530.00789467417,-284529.5523375675,200,0.5,0.14,210,70,-27084.303150143343,-214294.74266811635,12968.5,-27143.250274674996,-214275.05284603115,12968.5,0.28798,-0.13377,79284.21,65721
4,UTS,IMG,5851,60,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event05851\PL060,1.0437200684411467,0.06891266808471572,0.07596633105958468,1.146575918139348,-121849.70603650881,-288164.0574503528,200,0.5,0.14,210,70,-34786.285378354136,-202650.0892472985,12978.25,-34847.219346746526,-202621.87337366084,12978.25,0.287,-0.1362,78776.7,69387.3
4,UTS,IMG,6357,72,l:?,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event06357\PL072_chk,0.999602432684947,-0.05487653307086505,0.008541661120012516,1.1256921062985055,-99503.95033119789,-191360.37749611426,200,0.5,0.14,210,70,-19157.47682472235,-133237.82823673537,13850,-19156.46239302543,-133212.11269053747,13834.249999999998,-0.0108,-0.1087,83180.6,51024.4
4,UTS,IMG,7224,41,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event07224\PL041,1.042843396137893,0.0960184581313294,0.07993404647906298,1.1619490353663093,14440.595131175032,-122215.34010078505,200,0.5,0.14,210,70,94723.00277655052,-104242.83498573472,4854.5,94681.82450025954,-104208.94284595452,4854.5,0.2021,-0.1528,75999.2,10268.5
4,UTS,IMG,7277,61,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event07277\PL061,1.0035516188624107,-0.0055569990114440375,-0.0051522992650980095,1.0204277706845106,-104950.3758636488,-116427.90700030449,200,0.5,0.14,210,70,-3569.190332702355,-80513.75125204197,12975.25,-3591.8336791116017,-80457.76048820707,12975.25,0.10600000000000001,-0.26075000000000004,101197.85,35761.03
4,UTS,IMG,8950,75,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event08950\PL075,0.9990265970925537,0.09255143414715082,0.0012115749217984602,1.1183798798063838,-108140.00047639945,-194789.1134834244,200,0.5,0.14,210,70,24473.82929988863,-103102.51023238926,13861.75,24409.536775359695,-103059.27501405221,13861.75,0.32354000000000005,-0.18444000000000002,125092.75,81884.77
4,UTS,IMG,9177,61,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event09177\PL061,1.0035516188624107,-0.0055569990114440375,-0.0051522992650980095,1.0204277706845106,-104950.3758636488,-116427.90700030449,200,0.5,0.14,210,70,-17427.616779871416,-107612.52432459035,12970.25,-17474.685899539298,-107591.17571037573,12970.25,0.2228,-0.0985,87216.5,9100.2
4,UTS,IMG,9870,72,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event09870\PL072,0.999602432684947,-0.05487653307086505,0.008541661120012516,1.1256921062985055,-99503.95033119789,-191360.37749611426,200,0.5,0.14,210,70,7826.472796736901,-146259.8284715038,13858.25,7822.318074715615,-146215.09569444117,13858.25,0.0094,-0.1893,109525,39273.4
4,UTS,IMG,10490,72,l:?,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event10490\PL072_chk,0.999602432684947,-0.05487653307086505,0.008541661120012516,1.1256921062985055,-99503.95033119789,-191360.37749611426,200,0.5,0.14,210,70,-18210.10902548215,-182318.11018604602,13856.5,-18338.260861357892,-182405.40724696324,13856.5,0.6305,0.3645,81600.7,7335.9
4,UTS,IMG,10490,74,k:Retake,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event10490\PL074,0.9611478278230647,-0.027739722815353866,-0.055780951569395054,0.9613966942005109,-102532.52732699442,-182096.51326338403,200,0.5,0.14,210,70,-28693.395793376752,-179522.52807768865,13837.75,-28818.592621681557,-179588.7693752149,13837.75,0.6308,0.3647,76897.7,7070.1
4,UTS,IMG,10856,44,l:?,K:\NINJA\E71a\ManualCheck\ScanData\PatternMatchFailed\UTS\ECC4\IMG\Event10856\PL044_chk,0.9979646365006857,-0.005557135668268365,-0.03424092495754494,1.0296158797903368,139553.97466726048,-32375.27251359715,200,0.5,0.14,210,70,173908.9950378055,14381.882543290161,4869.75,173905.99508777162,14333.63697471838,4869.75,0.015560000000000001,0.22365000000000002,34681.12,46518.73
